Source,Target,Relation_Type
Q328840,Q248,P361-P527
Q328840,Q248,P127-P1830
Q333718,Q248,P361-P527
Q333718,Q248,P127-P1830
Q328840,Q219635,P127-P127
Q333718,Q219635,P127-P127
Q333718,Q219635,P127-P127
Q328840,Q219508,P127-P1830
Q328840,Q219635,P127-P127
Q328840,Q7414,P361-P527
Q328840,Q7414,P361-P527
Q328840,Q7414,P127-P1830
Q328840,Q334800,P3320-P108
Q328840,Q334800,P3320-P108
Q328840,Q334800,P3320-P1416
Q333718,Q219508,P127-P1830
Q328840,Q334800,P127-P1830
Q333718,Q7414,P361-P527
Q333718,Q7414,P361-P527
Q333718,Q7414,P127-P1830
Q333718,Q334800,P127-P1830
Q328840,Q247489,P361-P527
Q328840,Q38076,P31-P5869
Q333718,Q247489,P361-P527
Q328840,Q38076,P361-P527
Q328840,Q38076,P361-P527
Q333718,Q38076,P361-P527
Q333718,Q38076,P361-P527
Q333718,Q38076,P31-P5869
Q333718,Q194360,P361-P527
Q333718,Q194360,P127-P1830
Q333718,Q941127,P361-P527
Q328840,Q194360,P127-P1830
Q328840,Q334204,P361-P527
Q333718,Q334204,P361-P527
Q328840,Q459965,P361-P527
Q328840,Q193326,P361-P527
Q328840,Q744149,P127-P1830
Q328840,Q194360,P361-P527
Q328840,Q941127,P361-P527
Q333718,Q193326,P361-P527
Q333718,Q459965,P361-P527
Q333718,Q744149,P127-P1830
Q333718,Q37156,P361-P527
Q333718,Q37156,P127-P1830
Q333718,Q37156,P169-P108
Q333718,Q173395,P361-P527
Q328840,Q37156,P361-P527
Q328840,Q37156,P127-P1830
Q333718,Q37156,P3320-P108
Q328840,Q37156,P3320-P108
Q328840,Q173395,P361-P527
Q333718,Q319642,P361-P527
Q328840,Q3295867,P361-P527
Q328840,Q3295867,P127-P1830
Q333718,Q3295867,P361-P527
Q333718,Q3295867,P127-P1830
Q333718,Q2103926,P361-P527
Q333718,Q212405,P361-P527
Q333718,Q212405,P127-P1830
Q328840,Q319642,P361-P527
Q328840,Q2103926,P361-P527
Q328840,Q212405,P361-P527
Q328840,Q212405,P127-P1830
Q328840,Q212405,P3320-P108
Q328840,Q212405,P3320-P108
Q328840,Q212405,P3320-P108
Q333718,Q864407,P361-P527
Q328840,Q864407,P361-P527
Q328840,Q333718,P361-P527
Q328840,Q333718,P127-P1830
Q328840,Q156238,P127-P1830
Q333718,Q328840,P361-P527
Q333718,Q156238,P127-P1830
Q328840,Q907311,P127-P1830
Q328840,Q192314,P361-P527
Q328840,Q192314,P3320-P108
Q328840,Q483551,P361-P527
Q333718,Q483551,P361-P527
Q328840,Q192314,P127-P1830
Q328840,Q192314,P169-P108
Q333718,Q907311,P127-P1830
Q333718,Q192314,P361-P527
Q333718,Q192314,P127-P1830
Q328840,Q19900,P127-P1830
Q328840,Q19900,P3320-P108
Q328840,Q20800404,P127-P1830
Q333718,Q19900,P127-P1830
Q333718,Q380,P361-P527
Q333718,Q380,P361-P527
Q328840,Q3884,P127-P1830
Q333718,Q3884,P127-P1830
Q328840,Q312,P361-P527
Q328840,Q380,P361-P527
Q328840,Q380,P361-P527
Q333718,Q20800404,P127-P1830
Q333718,Q312,P361-P527
Q333718,Q312,P127-P1830
Q333718,Q312,P31-P5869
Q328840,Q2283,P361-P527
Q328840,Q2283,P361-P527
Q328840,Q2283,P127-P1830
Q328840,Q182477,P127-P1830
Q328840,Q312,P127-P1830
Q328840,Q312,P31-P5869
Q333718,Q182477,P127-P1830
Q333718,Q2283,P361-P527
Q333718,Q2283,P361-P527
Q333718,Q2283,P127-P1830
Q334204,Q1159256,P127-P1830
Q334800,Q1159256,P127-P1830
Q334800,Q663596,P127-P1830
Q334204,Q663596,P127-P1830
Q334204,Q338825,P361-P527
Q334800,Q338825,P361-P527
Q334204,Q467752,P127-P1830
Q334800,Q467752,P127-P1830
Q334800,Q248,P127-P1830
Q334204,Q248,P127-P1830
Q334204,Q219635,P127-P127
Q334800,Q219635,P127-P127
Q334800,Q219635,P127-P127
Q334204,Q219508,P127-P1830
Q334800,Q219508,P127-P1830
Q334204,Q219635,P127-P127
Q334204,Q219635,P1830-P127
Q334204,Q7414,P127-P1830
Q338825,Q7414,P361-P527
Q334204,Q334800,P127-P1830
Q334204,Q7414,P361-P527
Q334800,Q7414,P361-P527
Q334800,Q7414,P127-P1830
Q334204,Q38076,P31-P5869
Q334800,Q38076,P361-P527
Q334204,Q194360,P127-P1830
Q334204,Q38076,P361-P527
Q338825,Q38076,P31-P5869
Q334800,Q194360,P127-P1830
Q338825,Q38076,P361-P527
Q338825,Q334204,P361-P527
Q334204,Q744149,P127-P1830
Q334800,Q744149,P127-P1830
Q334204,Q37156,P127-P1830
Q334204,Q37156,P463-P527
Q338825,Q37156,P463-P527
Q334800,Q334204,P361-P527
Q334204,Q3295867,P127-P1830
Q334800,Q37156,P127-P1830
Q334800,Q3295867,P1344-P710
Q334800,Q3295867,P127-P1830
Q334800,Q212405,P355-P112
Q334800,Q212405,P127-P1830
Q334204,Q212405,P127-P1830
Q334204,Q156238,P127-P1830
Q334204,Q333718,P127-P1830
Q334800,Q333718,P127-P1830
Q334204,Q907311,P127-P1830
Q334800,Q907311,P127-P1830
Q334204,Q907311,P1830-P1830
Q334800,Q156238,P127-P1830
Q334800,Q19900,P127-P1830
Q334204,Q19900,P127-P1830
Q334204,Q192314,P127-P1830
Q334800,Q192314,P127-P1830
Q334800,Q20800404,P127-P1830
Q334204,Q20800404,P127-P1830
Q338825,Q380,P361-P527
Q338825,Q380,P361-P527
Q334800,Q380,P361-P527
Q334800,Q380,P361-P527
Q334204,Q380,P361-P527
Q334204,Q380,P361-P527
Q334800,Q3884,P127-P1830
Q334204,Q3884,P127-P1830
Q334800,Q312,P127-P1830
Q338825,Q312,P31-P5869
Q334204,Q312,P127-P1830
Q334204,Q312,P31-P5869
Q338825,Q2283,P361-P527
Q338825,Q2283,P355-P112
Q338825,Q2283,P355-P127
Q334204,Q2283,P361-P527
Q334204,Q2283,P127-P1830
Q334204,Q182477,P127-P1830
Q334800,Q182477,P127-P1830
Q334800,Q2283,P361-P527
Q334800,Q2283,P127-P1830
Q459965,Q483915,P361-P527
Q459965,Q898208,P361-P527
Q459965,Q1159256,P127-P1830
Q459965,Q663596,P127-P1830
Q445007,Q338825,P361-P527
Q459965,Q470517,P361-P527
Q459965,Q338825,P361-P527
Q459965,Q467752,P361-P527
Q459965,Q467752,P127-P1830
Q459965,Q66,P361-P527
Q459965,Q248,P361-P527
Q459965,Q248,P127-P1830
Q338825,Q248,P3320-P108
Q338825,Q544847,P3320-P108
Q459965,Q219508,P127-P1830
Q459965,Q219635,P127-P127
Q459965,Q219635,P127-P127
Q459965,Q334800,P127-P1830
Q459965,Q7414,P361-P527
Q459965,Q7414,P361-P527
Q459965,Q7414,P127-P1830
Q445007,Q7414,P361-P527
Q459965,Q247489,P361-P527
Q445007,Q38076,P361-P527
Q459965,Q941127,P361-P527
Q459965,Q38076,P361-P527
Q459965,Q38076,P361-P527
Q459965,Q38076,P31-P5869
Q459965,Q194360,P361-P527
Q459965,Q194360,P127-P1830
Q445007,Q1852556,P452-P527
Q445007,Q1852556,P1830-P127
Q459965,Q744149,P127-P1830
Q459965,Q334204,P361-P527
Q459965,Q193326,P361-P527
Q445007,Q334204,P361-P527
Q459965,Q37156,P361-P527
Q459965,Q37156,P127-P1830
Q459965,Q3295867,P361-P527
Q459965,Q3295867,P127-P1830
Q459965,Q212405,P361-P527
Q459965,Q212405,P127-P1830
Q459965,Q2103926,P361-P527
Q459965,Q173395,P361-P527
Q459965,Q319642,P361-P527
Q459965,Q864407,P361-P527
Q459965,Q333718,P361-P527
Q459965,Q333718,P127-P1830
Q459965,Q907311,P127-P1830
Q459965,Q156238,P127-P1830
Q459965,Q483551,P361-P527
Q459965,Q192314,P361-P527
Q459965,Q192314,P127-P1830
Q459965,Q328840,P361-P527
Q459965,Q19900,P127-P1830
Q459965,Q20800404,P127-P1830
Q445007,Q380,P361-P527
Q445007,Q380,P361-P527
Q459965,Q380,P361-P527
Q459965,Q380,P361-P527
Q459965,Q3884,P127-P1830
Q459965,Q182477,P127-P1830
Q467752,Q483915,P361-P527
Q459965,Q312,P361-P527
Q459965,Q312,P127-P1830
Q459965,Q312,P31-P5869
Q445007,Q2283,P361-P527
Q459965,Q2283,P361-P527
Q459965,Q2283,P361-P527
Q459965,Q2283,P127-P1830
Q470517,Q1113804,P361-P527
Q467752,Q898208,P361-P527
Q470517,Q11463,P361-P527
Q474621,Q338825,P361-P527
Q467752,Q1159256,P127-P1830
Q467752,Q338825,P361-P527
Q470517,Q338825,P361-P527
Q467752,Q470517,P361-P527
Q467752,Q663596,P127-P1830
Q467752,Q66,P361-P527
Q467752,Q248,P361-P527
Q467752,Q248,P127-P1830
Q470517,Q544847,P361-P527
Q467752,Q219635,P127-P127
Q467752,Q219635,P127-P127
Q467752,Q219508,P127-P1830
Q467752,Q35476,P155-P156
Q467752,Q35476,P155-P749
Q467752,Q334800,P127-P1830
Q470517,Q334800,P361-P527
Q467752,Q7414,P361-P527
Q467752,Q7414,P361-P527
Q467752,Q7414,P127-P1830
Q470517,Q7414,P361-P527
Q474621,Q7414,P361-P527
Q467752,Q38076,P361-P527
Q467752,Q38076,P361-P527
Q467752,Q38076,P31-P5869
Q470517,Q38076,P361-P527
Q470517,Q38076,P31-P5869
Q467752,Q247489,P361-P527
Q474621,Q38076,P361-P527
Q474621,Q38076,P31-P5869
Q467752,Q194360,P361-P527
Q467752,Q194360,P127-P1830
Q467752,Q941127,P361-P527
Q467752,Q334204,P361-P527
Q474621,Q334204,P361-P527
Q467752,Q459965,P361-P527
Q470517,Q334204,P361-P527
Q467752,Q37156,P361-P527
Q467752,Q37156,P127-P1830
Q467752,Q173395,P361-P527
Q467752,Q193326,P361-P527
Q467752,Q744149,P127-P1830
Q470517,Q173395,P361-P527
Q470517,Q3511885,P361-P527
Q467752,Q2103926,P361-P527
Q467752,Q319642,P361-P527
Q467752,Q3295867,P361-P527
Q467752,Q3295867,P127-P1830
Q467752,Q212405,P361-P527
Q467752,Q212405,P127-P1830
Q467752,Q864407,P361-P527
Q470517,Q715583,P361-P527
Q467752,Q333718,P361-P527
Q467752,Q333718,P127-P1830
Q467752,Q156238,P127-P1830
Q467752,Q907311,P127-P1830
Q467752,Q328840,P361-P527
Q467752,Q483551,P361-P527
Q467752,Q19900,P127-P1830
Q467752,Q192314,P361-P527
Q467752,Q192314,P127-P1830
Q467752,Q20800404,P127-P1830
Q470517,Q478214,P361-P527
Q470517,Q20800404,P361-P527
Q470517,Q555925,P361-P527
Q474621,Q2283,P361-P527
Q474621,Q312,P31-P5869
Q467752,Q380,P361-P527
Q467752,Q380,P361-P527
Q470517,Q380,P361-P527
Q470517,Q380,P361-P527
Q470517,Q380,P361-P527
Q467752,Q182477,P127-P1830
Q467752,Q312,P361-P527
Q467752,Q312,P127-P1830
Q467752,Q312,P31-P5869
Q470517,Q3884,P361-P527
Q470517,Q312,P361-P527
Q470517,Q312,P31-P5869
Q470517,Q2283,P361-P527
Q470517,Q2283,P361-P527
Q483551,Q483915,P361-P527
Q474621,Q380,P361-P527
Q467752,Q2283,P361-P527
Q467752,Q2283,P361-P527
Q467752,Q2283,P127-P1830
Q467752,Q3884,P127-P1830
Q470517,Q182477,P361-P527
Q478214,Q1113804,P361-P527
Q483551,Q1570773,P1830-P749
Q483551,Q1570773,P355-P127
Q483551,Q1570773,P1830-P127
Q483551,Q1570773,P355-P749
Q483551,Q1570773,P1830-P749
Q483551,Q1570773,P355-P749
Q483551,Q898208,P361-P527
Q478214,Q11463,P361-P527
Q483551,Q663596,P127-P1830
Q483551,Q1159256,P127-P1830
Q483551,Q338825,P361-P527
Q478214,Q338825,P361-P527
Q483551,Q470517,P361-P527
Q483551,Q66,P361-P527
Q483551,Q467752,P127-P1830
Q483551,Q467752,P361-P527
Q483551,Q248,P127-P1830
Q483551,Q248,P361-P527
Q483551,Q219635,P127-P127
Q483551,Q219635,P127-P127
Q483551,Q219508,P127-P1830
Q478214,Q544847,P361-P527
Q483551,Q334800,P127-P1830
Q483551,Q7414,P361-P527
Q483551,Q7414,P361-P527
Q483551,Q35476,P3320-P108
Q483551,Q35476,P3320-P1416
Q478214,Q334800,P361-P527
Q478214,Q7414,P361-P527
Q483551,Q7414,P127-P1830
Q483551,Q38076,P31-P5869
Q483551,Q38076,P361-P527
Q483551,Q38076,P361-P527
Q483551,Q247489,P361-P527
Q478214,Q38076,P361-P527
Q478214,Q38076,P31-P5869
Q483551,Q194360,P127-P1830
Q483551,Q194360,P361-P527
Q483551,Q193326,P361-P527
Q483551,Q459965,P361-P527
Q483551,Q941127,P361-P527
Q483551,Q334204,P361-P527
Q478214,Q334204,P361-P527
Q483551,Q3295867,P361-P527
Q483551,Q744149,P127-P1830
Q483551,Q37156,P127-P1830
Q483551,Q37156,P361-P527
Q478214,Q173395,P361-P527
Q478214,Q3511885,P361-P527
Q483551,Q3295867,P127-P1830
Q483551,Q173395,P361-P527
Q483551,Q319642,P361-P527
Q483551,Q212405,P361-P527
Q483551,Q2103926,P361-P527
Q483551,Q212405,P127-P1830
Q483551,Q864407,P361-P527
Q483551,Q333718,P127-P1830
Q478214,Q715583,P361-P527
Q483551,Q333718,P361-P527
Q483551,Q328840,P361-P527
Q483551,Q907311,P127-P1830
Q483551,Q156238,P127-P1830
Q483551,Q192314,P127-P1830
Q478214,Q3884,P361-P527
Q478214,Q19900,P127-P1830
Q478214,Q20800404,P361-P527
Q478214,Q380,P361-P527
Q478214,Q380,P361-P527
Q478214,Q380,P361-P527
Q483551,Q192314,P361-P527
Q478214,Q19900,P3320-P1830
Q483551,Q380,P361-P527
Q483551,Q380,P361-P527
Q483551,Q19900,P127-P1830
Q478214,Q555925,P361-P527
Q483551,Q20800404,P127-P1830
Q478214,Q312,P361-P527
Q478214,Q312,P31-P5869
Q483551,Q312,P127-P1830
Q483551,Q312,P31-P5869
Q483551,Q2283,P127-P1830
Q478214,Q182477,P361-P527
Q483551,Q3884,P127-P1830
Q483551,Q312,P361-P527
Q483551,Q2283,P361-P527
Q483551,Q2283,P361-P527
Q478214,Q2283,P361-P527
Q478214,Q2283,P361-P527
Q483551,Q182477,P127-P1830
Q484930,Q1113804,P361-P527
Q483915,Q898208,P361-P527
Q484930,Q11463,P361-P527
Q483915,Q338825,P361-P527
Q484930,Q338825,P361-P527
Q483915,Q66,P361-P527
Q483915,Q470517,P361-P527
Q483915,Q467752,P361-P527
Q484930,Q544847,P361-P527
Q483915,Q248,P361-P527
Q484930,Q334800,P361-P527
Q483915,Q7414,P361-P527
Q483915,Q7414,P361-P527
Q483915,Q38076,P31-P5869
Q483915,Q194360,P361-P527
Q484930,Q38076,P361-P527
Q484930,Q38076,P31-P5869
Q484930,Q7414,P361-P527
Q483915,Q247489,P361-P527
Q483915,Q38076,P361-P527
Q483915,Q38076,P361-P527
Q483915,Q334204,P361-P527
Q483915,Q459965,P361-P527
Q483915,Q941127,P361-P527
Q484930,Q334204,P361-P527
Q483915,Q193326,P361-P527
Q484930,Q3511885,P361-P527
Q484930,Q173395,P361-P527
Q483915,Q37156,P361-P527
Q483915,Q37156,P3320-P108
Q483915,Q3295867,P361-P527
Q483915,Q319642,P361-P527
Q483915,Q173395,P361-P527
Q483915,Q54173,P3320-P1416
Q483915,Q212405,P361-P527
Q483915,Q2103926,P361-P527
Q483915,Q864407,P361-P527
Q484930,Q715583,P361-P527
Q483915,Q328840,P361-P527
Q483915,Q333718,P361-P527
Q483915,Q483551,P361-P527
Q483915,Q192314,P361-P527
Q484930,Q20800404,P361-P527
Q484930,Q478214,P361-P527
Q483915,Q380,P361-P527
Q483915,Q380,P361-P527
Q484930,Q3884,P361-P527
Q483915,Q312,P361-P527
Q483915,Q312,P31-P5869
Q484930,Q380,P361-P527
Q484930,Q380,P361-P527
Q483915,Q2283,P361-P527
Q483915,Q2283,P361-P527
Q483915,Q312,P3320-P108
Q484930,Q555925,P361-P527
Q484930,Q2283,P361-P527
Q484930,Q2283,P361-P527
Q484930,Q312,P361-P527
Q484930,Q312,P31-P5869
Q484930,Q182477,P361-P527
Q489080,Q1113804,P361-P527
Q489080,Q11463,P361-P527
Q487907,Q1159256,P127-P1830
Q487907,Q338825,P361-P527
Q489080,Q338825,P361-P527
Q487907,Q663596,P127-P1830
Q487907,Q467752,P127-P1830
Q487907,Q248,P127-P1830
Q489080,Q544847,P361-P527
Q487907,Q219635,P127-P127
Q487907,Q219508,P127-P1830
Q487907,Q219635,P127-P127
Q489080,Q7414,P361-P527
Q487907,Q334800,P127-P1830
Q487907,Q7414,P127-P1830
Q487907,Q7414,P361-P527
Q489080,Q334800,P361-P527
Q487907,Q38076,P31-P5869
Q487907,Q38076,P361-P527
Q489080,Q38076,P361-P527
Q489080,Q38076,P31-P5869
Q487907,Q194360,P127-P1830
Q487907,Q194360,P127-P1830
Q489080,Q334204,P361-P527
Q487907,Q37156,P127-P1830
Q487907,Q37156,P127-P1830
Q487907,Q334204,P361-P527
Q489080,Q173395,P361-P527
Q489080,Q3511885,P361-P527
Q487907,Q744149,P127-P1830
Q487907,Q744149,P127-P1830
Q484930,Q37156,P463-P527
Q487907,Q3295867,P127-P1830
Q487907,Q3295867,P127-P1830
Q487907,Q212405,P127-P1830
Q489080,Q715583,P361-P527
Q487907,Q333718,P127-P1830
Q487907,Q156238,P127-P1830
Q487907,Q907311,P127-P1830
Q489080,Q478214,P361-P527
Q487907,Q217583,P127-P127
Q487907,Q192314,P127-P1830
Q487907,Q19900,P127-P1830
Q489080,Q20800404,P361-P527
Q489080,Q380,P361-P527
Q489080,Q380,P361-P527
Q487907,Q20800404,P127-P1830
Q487907,Q380,P361-P527
Q487907,Q380,P361-P527
Q487907,Q312,P127-P1830
Q487907,Q312,P31-P5869
Q489080,Q182477,P361-P527
Q489080,Q555925,P361-P527
Q489080,Q3884,P361-P527
Q487907,Q3884,P127-P1830
Q489080,Q312,P361-P527
Q489080,Q312,P31-P5869
Q487907,Q182477,P127-P1830
Q489080,Q2283,P361-P527
Q489080,Q2283,P361-P527
Q487907,Q2283,P361-P527
Q487907,Q2283,P127-P1830
Q489921,Q338825,P361-P527
Q496302,Q338825,P361-P527
Q489921,Q467752,P3320-P1416
Q496302,Q7414,P361-P527
Q489921,Q7414,P361-P527
Q496302,Q38076,P361-P527
Q496302,Q38076,P31-P5869
Q489921,Q38076,P361-P527
Q489921,Q38076,P31-P5869
Q489921,Q193326,P3320-P108
Q496302,Q334204,P361-P527
Q489921,Q334204,P361-P527
Q489921,Q380,P361-P527
Q489921,Q380,P361-P527
Q496302,Q380,P361-P527
Q496302,Q380,P361-P527
Q489921,Q312,P31-P5869
Q489921,Q2283,P361-P527
Q496302,Q2283,P361-P527
Q496302,Q312,P31-P5869
Q621610,Q1113804,P361-P527
Q555925,Q11463,P463-P527
Q621610,Q11463,P361-P527
Q544847,Q338825,P361-P527
Q621610,Q338825,P361-P527
Q555925,Q248,P463-P112
Q555925,Q248,P463-P527
Q621610,Q544847,P361-P527
Q621610,Q7414,P361-P527
Q544847,Q7414,P361-P527
Q555925,Q38076,P31-P5869
Q544847,Q38076,P361-P527
Q621610,Q334800,P361-P527
Q544847,Q38076,P31-P5869
Q621610,Q38076,P361-P527
Q621610,Q38076,P31-P5869
Q621610,Q3511885,P361-P527
Q621610,Q334204,P361-P527
Q544847,Q334204,P361-P527
Q555925,Q173395,P463-P112
Q555925,Q173395,P463-P527
Q555925,Q37156,P463-P527
Q555925,Q37156,P463-P527
Q621610,Q173395,P361-P527
Q555925,Q128896,P463-P527
Q621610,Q715583,P361-P527
Q555925,Q907311,P463-P112
Q555925,Q907311,P463-P527
Q621610,Q478214,P361-P527
Q621610,Q20800404,P361-P527
Q621610,Q555925,P361-P527
Q555925,Q380,P361-P527
Q555925,Q380,P463-P527
Q555925,Q182477,P463-P527
Q621610,Q312,P361-P527
Q621610,Q312,P31-P5869
Q621610,Q380,P361-P527
Q621610,Q380,P361-P527
Q555925,Q3884,P463-P112
Q555925,Q3884,P463-P527
Q544847,Q380,P361-P527
Q544847,Q380,P361-P527
Q544847,Q312,P31-P5869
Q544847,Q2283,P361-P527
Q621610,Q182477,P361-P527
Q621610,Q2283,P361-P527
Q621610,Q2283,P361-P527
Q621610,Q3884,P361-P527
Q555925,Q312,P31-P5869
Q555925,Q312,P463-P527
Q555925,Q2283,P463-P112
Q555925,Q2283,P463-P527
Q624649,Q338825,P361-P527
Q663596,Q1159256,P127-P1830
Q643674,Q338825,P361-P527
Q632240,Q338825,P361-P527
Q642189,Q338825,P361-P527
Q663596,Q467752,P127-P1830
Q632240,Q248,P3320-P108
Q663596,Q248,P127-P1830
Q663596,Q219635,P127-P127
Q663596,Q219508,P127-P1830
Q642189,Q248,P169-P1416
Q642189,Q7414,P361-P527
Q632240,Q7414,P361-P527
Q624649,Q7414,P361-P527
Q643674,Q38076,P361-P527
Q643674,Q38076,P31-P5869
Q643674,Q7414,P361-P527
Q663596,Q7414,P127-P1830
Q663596,Q38076,P31-P5869
Q663596,Q334800,P127-P1830
Q624649,Q38076,P361-P527
Q624649,Q38076,P31-P5869
Q663596,Q194360,P127-P1830
Q642189,Q38076,P31-P5869
Q632240,Q38076,P31-P5869
Q632240,Q38076,P361-P527
Q632240,Q38076,P3320-P108
Q642189,Q38076,P361-P527
Q632240,Q334204,P361-P527
Q632240,Q193326,P3320-P108
Q624649,Q334204,P361-P527
Q642189,Q334204,P361-P527
Q663596,Q744149,P127-P1830
Q663596,Q37156,P127-P1830
Q643674,Q334204,P361-P527
Q632240,Q173395,P3320-P108
Q663596,Q3295867,P127-P1830
Q663596,Q212405,P127-P1830
Q663596,Q333718,P127-P1830
Q663596,Q156238,P127-P1830
Q663596,Q907311,P127-P1830
Q663596,Q19900,P127-P1830
Q624649,Q380,P361-P527
Q632240,Q380,P361-P527
Q632240,Q380,P361-P527
Q663596,Q192314,P127-P1830
Q663596,Q20800404,P127-P1830
Q643674,Q380,P361-P527
Q643674,Q380,P361-P527
Q642189,Q380,P361-P527
Q642189,Q380,P361-P527
Q632240,Q312,P31-P5869
Q643674,Q312,P31-P5869
Q642189,Q312,P31-P5869
Q643674,Q2283,P361-P527
Q624649,Q2283,P361-P527
Q642189,Q2283,P361-P527
Q663596,Q182477,P127-P1830
Q624649,Q312,P31-P5869
Q663596,Q3884,P127-P1830
Q663596,Q312,P127-P1830
Q663596,Q312,P31-P5869
Q663596,Q2283,P127-P1830
Q632240,Q2283,P361-P527
Q715583,Q1113804,P361-P527
Q715583,Q338825,P361-P527
Q715583,Q11463,P361-P527
Q715583,Q663596,P127-P1830
Q715583,Q1159256,P127-P1830
Q682759,Q338825,P361-P527
Q663596,Q338825,P361-P527
Q715583,Q467752,P127-P1830
Q715583,Q248,P127-P1830
Q663596,Q219635,P127-P127
Q715583,Q544847,P361-P527
Q715583,Q219635,P127-P127
Q715583,Q219635,P127-P127
Q715583,Q219508,P127-P1830
Q715583,Q334800,P361-P527
Q715583,Q334800,P127-P1830
Q663596,Q7414,P361-P527
Q715583,Q7414,P361-P527
Q715583,Q7414,P127-P1830
Q715583,Q38076,P361-P527
Q715583,Q38076,P31-P5869
Q682759,Q38076,P31-P5869
Q682759,Q7414,P361-P527
Q663596,Q38076,P361-P527
Q715583,Q194360,P127-P1830
Q682759,Q38076,P361-P527
Q715583,Q334204,P361-P527
Q682759,Q334204,P361-P527
Q715583,Q744149,P127-P1830
Q715583,Q3511885,P361-P527
Q663596,Q334204,P361-P527
Q715583,Q173395,P361-P527
Q715583,Q3295867,P127-P1830
Q715583,Q37156,P127-P1830
Q715583,Q212405,P127-P1830
Q715583,Q907311,P127-P1830
Q715583,Q156238,P127-P1830
Q715583,Q333718,P127-P1830
Q715583,Q192314,P127-P1830
Q715583,Q19900,P127-P1830
Q715583,Q217583,P3320-P108
Q682759,Q380,P361-P527
Q682759,Q380,P361-P527
Q715583,Q20800404,P361-P527
Q715583,Q478214,P361-P527
Q715583,Q20800404,P127-P1830
Q715583,Q555925,P361-P527
Q715583,Q312,P361-P527
Q715583,Q3884,P361-P527
Q663596,Q380,P361-P527
Q663596,Q380,P361-P527
Q715583,Q3884,P127-P1830
Q682759,Q2283,P361-P527
Q715583,Q380,P361-P527
Q715583,Q380,P361-P527
Q715583,Q380,P361-P527
Q663596,Q2283,P361-P527
Q715583,Q2283,P361-P527
Q715583,Q2283,P361-P527
Q715583,Q2283,P3320-P108
Q715583,Q2283,P3320-P108
Q715583,Q2283,P3320-P1416
Q864407,Q483915,P361-P527
Q715583,Q182477,P127-P1830
Q715583,Q182477,P361-P527
Q682759,Q312,P31-P5869
Q715583,Q312,P127-P1830
Q715583,Q312,P31-P5869
Q715583,Q2283,P127-P1830
Q864407,Q898208,P361-P527
Q864407,Q1159256,P127-P1830
Q864407,Q338825,P361-P527
Q864407,Q470517,P361-P527
Q744149,Q1159256,P127-P1830
Q868587,Q338825,P361-P527
Q744149,Q338825,P361-P527
Q864407,Q663596,P127-P1830
Q744149,Q663596,P127-P1830
Q864407,Q66,P361-P527
Q864407,Q467752,P361-P527
Q864407,Q467752,P127-P1830
Q744149,Q467752,P127-P1830
Q744149,Q248,P127-P1830
Q864407,Q219635,P127-P127
Q864407,Q219635,P127-P127
Q864407,Q219508,P127-P1830
Q864407,Q248,P361-P527
Q864407,Q248,P127-P1830
Q744149,Q219635,P127-P127
Q744149,Q219635,P127-P127
Q864407,Q334800,P127-P1830
Q864407,Q7414,P361-P527
Q864407,Q7414,P361-P527
Q864407,Q7414,P127-P1830
Q744149,Q219508,P127-P1830
Q744149,Q7414,P361-P527
Q744149,Q7414,P127-P1830
Q744149,Q334800,P127-P1830
Q864407,Q247489,P361-P527
Q868587,Q38076,P361-P527
Q868587,Q38076,P31-P5869
Q864407,Q38076,P361-P527
Q864407,Q38076,P361-P527
Q864407,Q38076,P31-P5869
Q744149,Q194360,P127-P1830
Q744149,Q194360,P127-P1830
Q868587,Q7414,P361-P527
Q880942,Q38076,P31-P5869
Q864407,Q459965,P361-P527
Q744149,Q38076,P361-P527
Q744149,Q38076,P31-P5869
Q864407,Q194360,P361-P527
Q864407,Q194360,P127-P1830
Q864407,Q193326,P361-P527
Q868587,Q334204,P361-P527
Q864407,Q334204,P361-P527
Q864407,Q941127,P361-P527
Q864407,Q37156,P361-P527
Q864407,Q37156,P127-P1830
Q744149,Q334204,P361-P527
Q864407,Q744149,P127-P1830
Q864407,Q173395,P361-P527
Q744149,Q3295867,P127-P1830
Q744149,Q3295867,P127-P1830
Q744149,Q37156,P127-P1830
Q744149,Q37156,P127-P1830
Q864407,Q212405,P361-P527
Q864407,Q212405,P127-P1830
Q744149,Q212405,P127-P1830
Q864407,Q3295867,P361-P527
Q864407,Q3295867,P127-P1830
Q864407,Q319642,P361-P527
Q864407,Q2103926,P361-P527
Q744149,Q333718,P127-P1830
Q744149,Q907311,P127-P1830
Q864407,Q907311,P127-P1830
Q864407,Q333718,P127-P1830
Q744149,Q328840,P3320-P1416
Q864407,Q333718,P361-P527
Q864407,Q156238,P127-P1830
Q744149,Q156238,P127-P1830
Q744149,Q328840,P169-P1416
Q744149,Q328840,P1037-P1416
Q864407,Q328840,P361-P527
Q744149,Q192314,P3320-P108
Q864407,Q192314,P127-P1830
Q744149,Q217583,P127-P127
Q864407,Q192314,P361-P527
Q744149,Q19900,P127-P1830
Q864407,Q483551,P361-P527
Q744149,Q192314,P127-P1830
Q864407,Q380,P361-P527
Q864407,Q380,P361-P527
Q744149,Q3884,P127-P1830
Q864407,Q19900,P127-P1830
Q744149,Q20800404,P127-P1830
Q864407,Q312,P127-P1830
Q864407,Q312,P31-P5869
Q864407,Q3884,P127-P1830
